Timestamp;Open;High;Low;Close;Volume
2024-06-25 00:00:00;1.0732;1.0733;1.0732;1.0733;248
2024-06-25 00:05:00;1.0733;1.0733;1.0732;1.0733;229
2024-06-25 00:10:00;1.0733;1.0734;1.0733;1.0734;270
2024-06-25 00:15:00;1.0734;1.0736;1.0734;1.0734;179
2024-06-25 00:20:00;1.0734;1.0735;1.0732;1.0732;150
2024-06-25 00:25:00;1.0732;1.0733;1.0732;1.0733;158
2024-06-25 00:30:00;1.0733;1.0735;1.0733;1.0735;220
2024-06-25 00:35:00;1.0735;1.0735;1.0734;1.0735;137
2024-06-25 00:40:00;1.0735;1.0736;1.0734;1.0735;183
2024-06-25 00:45:00;1.0735;1.0735;1.0734;1.0735;183
2024-06-25 00:50:00;1.0735;1.0735;1.0734;1.0734;217
2024-06-25 00:55:00;1.0734;1.0735;1.0732;1.0734;413
2024-06-25 01:00:00;1.0734;1.0734;1.0733;1.0734;439
2024-06-25 01:05:00;1.0734;1.0735;1.0734;1.0734;284
2024-06-25 01:10:00;1.0734;1.0734;1.0733;1.0734;225
2024-06-25 01:15:00;1.0734;1.0736;1.0733;1.0735;239
2024-06-25 01:20:00;1.0735;1.0736;1.0735;1.0736;173
2024-06-25 01:25:00;1.0736;1.0736;1.0732;1.0733;291
2024-06-25 01:30:00;1.0733;1.0734;1.0732;1.0733;401
2024-06-25 01:35:00;1.0733;1.0735;1.0733;1.0735;263
2024-06-25 01:40:00;1.0735;1.0735;1.0735;1.0735;256
2024-06-25 01:45:00;1.0735;1.0735;1.0734;1.0734;171
2024-06-25 01:50:00;1.0734;1.0734;1.0733;1.0734;345
2024-06-25 01:55:00;1.0734;1.0736;1.0734;1.0735;275
2024-06-25 02:00:00;1.0735;1.0735;1.0734;1.0735;259
2024-06-25 02:05:00;1.0735;1.0736;1.0735;1.0736;263
2024-06-25 02:10:00;1.0736;1.0736;1.0735;1.0736;179
2024-06-25 02:15:00;1.0736;1.0736;1.0735;1.0736;134
2024-06-25 02:20:00;1.0736;1.0736;1.0735;1.0735;201
2024-06-25 02:25:00;1.0735;1.0736;1.0735;1.0736;154
2024-06-25 02:30:00;1.0736;1.0737;1.0735;1.0736;215
2024-06-25 02:35:00;1.0737;1.0737;1.0736;1.0737;140
2024-06-25 02:40:00;1.0737;1.0737;1.0736;1.0736;164
2024-06-25 02:45:00;1.0736;1.0737;1.0735;1.0735;237
2024-06-25 02:50:00;1.0735;1.0736;1.0735;1.0736;180
2024-06-25 02:55:00;1.0736;1.0737;1.0736;1.0737;187
2024-06-25 03:00:00;1.0737;1.0737;1.0737;1.0737;203
2024-06-25 03:05:00;1.0737;1.0738;1.0737;1.0738;157
2024-06-25 03:10:00;1.0738;1.0739;1.0738;1.0739;249
2024-06-25 03:15:00;1.0739;1.0739;1.0738;1.0739;215
2024-06-25 03:20:00;1.0739;1.0739;1.0737;1.0738;252
2024-06-25 03:25:00;1.0738;1.0738;1.0736;1.0737;188
2024-06-25 03:30:00;1.0737;1.0737;1.0736;1.0736;187
2024-06-25 03:35:00;1.0737;1.0737;1.0736;1.0736;191
